0	1378	1
0	1544	1
0	6092	1
0	7636	1
0	14442	1
1	2943	1
1	8359	1
1	10199	1
2	10471	1
2	11485	1
2	15572	1
3	8249	1
4	14044	1
5	1312	1
5	12968	1
6	767	1
6	2128	1
6	2216	1
6	3150	1
6	3509	1
6	4464	1
6	6572	1
6	6697	1
6	7296	1
6	7335	1
6	7691	1
6	8661	1
6	8981	1
6	9232	1
6	10265	1
6	12098	1
6	13655	1
6	13656	1
6	16720	1
6	17284	1
6	18121	1
6	18614	1
7	1568	1
7	1588	1
7	2019	1
7	2343	1
7	4058	1
7	5564	1
7	6242	1
7	8335	1
7	10243	1
7	14688	1
7	14754	1
7	14843	1
7	15577	1
7	17354	1
7	17955	1
7	18425	1
7	19376	1
8	3157	1
9	221	1
9	1456	1
9	7875	1
9	7956	1
9	8915	1
9	11186	1
9	12664	1
9	16622	1
9	19447	1
10	3224	1
10	3287	1
10	5579	1
10	6631	1
10	12126	1
10	14471	1
11	18813	1
12	389	1
12	863	1
12	1048	1
12	2617	1
12	9366	1
12	10962	1
12	12111	1
12	12597	1
12	17889	1
12	19494	1
13	13940	1
14	2501	1
15	4442	1
15	7267	1
15	11752	1
15	13441	1
15	17788	1
15	18178	1
16	799	1
16	2658	1
16	4032	1
16	4102	1
16	4509	1
16	5079	1
16	7980	1
16	8412	1
16	8806	1
16	9505	1
16	10133	1
16	10175	1
16	10712	1
16	10969	1
16	11658	1
16	11765	1
16	11993	1
16	13054	1
16	14010	1
16	15057	1
16	15426	1
16	15969	1
16	16169	1
16	16554	1
16	16677	1
16	18546	1
16	19124	1
16	19211	1
16	19426	1
17	3681	1
17	7104	1
17	7380	1
17	7945	1
17	9767	1
17	17000	1
18	1239	1
18	1843	1
18	3429	1
18	8165	1
18	9826	1
18	11134	1
18	14768	1
18	18928	1
19	4684	1
19	6200	1
19	6440	1
19	8396	1
19	9381	1
19	10750	1
19	18902	1
19	19056	1
20	17315	1
21	7709	1
21	9213	1
22	7307	1
22	18734	1
23	10601	1
24	750	1
24	7733	1
24	8129	1
24	16184	1
25	2847	1
26	479	1
26	6941	1
26	9443	1
26	12910	1
26	17931	1
27	13131	1
27	18575	1
27	19402	1
28	18040	1
29	3846	1
29	6794	1
30	9687	1
31	16626	1
32	738	1
33	4098	1
34	11762	1
34	16229	1
34	18839	1
35	2067	1
35	2337	1
35	2540	1
35	2568	1
35	3797	1
35	5993	1
35	6424	1
35	6460	1
35	6948	1
35	7543	1
35	8950	1
35	10240	1
35	13118	1
35	14101	1
35	14118	1
35	16446	1
35	18125	1
36	112	1
37	8093	1
38	9691	1
38	12458	1
38	17788	1
38	19137	1
39	3337	1
40	1321	1
40	5058	1
40	9998	1
40	15125	1
40	15698	1
40	16125	1
40	16457	1
40	18821	1
41	357	1
41	15735	1
41	18572	1
41	18765	1
42	4476	1
43	5805	1
44	4717	1
45	15577	1
46	2201	1
46	2623	1
46	5225	1
46	5974	1
46	7922	1
46	8932	1
46	11450	1
46	12443	1
46	13646	1
46	16763	1
46	16879	1
47	95	1
47	677	1
47	2177	1
47	2482	1
47	3011	1
47	3617	1
47	4024	1
