0	3
1	1
2	5
3	5
4	3
5	1
6	3
7	0
8	3
9	5
10	2
11	4
12	2
13	1
14	2
15	3
16	2
17	4
18	4
19	0
20	1
21	5
22	5
23	3
24	5
25	2
26	5
27	2
28	4
29	2
30	2
31	2
32	4
33	5
34	2
35	3
36	4
37	5
38	3
39	3
40	2
41	1
42	2
43	1
44	5
45	1
46	1
47	4
48	2
49	3
50	3
51	2
52	5
53	2
54	5
55	1
56	4
57	1
58	4
59	2
60	2
61	3
62	4
63	5
64	5
65	1
66	3
67	3
68	4
69	2
70	4
71	1
72	1
73	5
74	0
75	2
76	0
77	3
78	5
79	2
80	4
81	1
82	1
83	4
84	4
85	0
86	4
87	4
88	5
89	3
90	5
91	5
92	4
93	5
94	3
95	1
96	4
97	4
98	3
99	1
100	3
101	0
102	1
103	1
104	1
105	3
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	3
121	1
122	2
123	2
124	2
125	2
126	0
127	2
128	0
129	0
130	4
131	3
132	1
133	4
134	3
135	3
136	3
137	2
138	1
139	5
140	1
141	2
142	4
143	2
144	2
145	1
146	2
147	2
148	3
149	1
150	1
151	1
152	2
153	2
154	2
155	3
156	5
157	2
158	1
159	4
160	0
161	2
162	2
163	3
164	3
165	2
166	3
167	5
168	5
169	2
170	3
171	4
172	3
173	4
174	3
175	5
176	4
177	3
178	4
179	3
180	2
181	2
182	4
183	3
184	2
185	5
186	3
187	3
188	5
189	3
190	5
191	5
192	3
193	2
194	4
195	3
196	3
197	2
198	0
199	3
200	2
201	0
202	3
203	4
204	0
205	4
206	2
207	1
208	1
209	1
210	1
211	1
212	4
213	2
214	5
215	4
216	1
217	3
218	1
219	3
220	2
221	1
222	5
223	3
224	2
225	5
226	4
227	5
228	4
229	2
230	5
231	2
232	5
233	3
234	4
235	2
236	5
237	1
238	2
239	1
240	1
241	3
242	2
243	2
244	5
245	3
246	2
247	0
248	1
249	5
250	3
251	0
252	5
253	5
254	5
255	3
256	2
257	0
258	2
259	4
260	3
261	3
262	0
263	2
264	3
265	4
266	5
267	2
268	3
269	1
270	1
271	1
272	4
273	3
274	5
275	3
276	0
277	3
278	3
279	3
280	3
281	1
282	1
283	4
284	4
285	4
286	3
287	1
288	3
289	2
290	3
291	5
292	1
293	4
294	4
295	2
296	2
297	1
298	2
299	2
300	4
301	4
302	2
303	2
304	4
305	5
306	3
307	2
308	5
309	3
310	3
311	2
312	1
313	3
314	2
315	1
316	4
317	4
318	1
319	4
320	1
321	2
322	2
323	5
324	5
325	5
326	0
327	3
328	1
329	1
330	5
331	5
332	4
333	4
334	0
335	1
336	3
337	3
338	5
339	4
340	2
341	0
342	4
343	3
344	5
345	3
346	2
347	2
348	1
349	5
350	2
351	2
352	5
353	3
354	5
355	1
356	3
357	3
358	1
359	4
360	0
361	2
362	3
363	2
364	1
365	2
366	2
367	1
368	5
369	2
370	1
371	4
372	5
373	2
374	5
375	0
376	4
377	2
378	5
379	4
380	5
381	1
382	3
383	4
384	5
385	4
386	3
387	5
388	2
389	0
390	3
391	4
392	4
393	4
394	2
395	2
396	2
397	4
398	1
399	0
400	3
401	3
402	3
403	1
404	1
405	4
406	2
407	3
408	1
409	1
410	5
411	4
412	4
413	3
414	2
415	1
416	5
417	2
418	1
419	4
420	3
421	0
422	3
423	2
424	1
425	4
426	2
427	0
428	2
429	4
430	4
431	3
432	5
433	2
434	2
435	2
436	2
437	0
438	1
439	2
440	4
441	4
442	4
443	2
444	2
445	1
446	2
447	5
448	3
449	5
450	0
451	2
452	4
453	2
454	3
455	4
456	1
457	3
458	3
459	3
460	2
461	1
462	4
463	3
464	2
465	4
466	3
467	3
468	2
469	4
470	0
471	0
472	0
473	5
474	5
475	4
476	4
477	1
478	4
479	2
480	3
481	0
482	5
483	3
484	4
485	4
486	1
487	4
488	3
489	4
490	1
491	3
492	2
493	2
494	4
495	2
496	3
497	5
498	3
499	2
500	5
501	1
502	1
503	1
504	4
505	5
506	1
507	1
508	5
509	1
510	3
511	5
512	3
513	1
514	1
515	5
516	4
517	1
518	1
519	4
520	2
521	2
522	3
523	1
524	3
525	0
526	4
527	2
528	2
529	2
530	3
531	4
532	2
533	1
534	1
535	1
536	3
537	1
538	5
539	5
540	4
541	4
542	4
543	2
544	3
545	4
546	5
547	4
548	2
549	2
550	4
551	2
552	4
553	0
554	5
555	4
556	5
557	2
558	1
559	2
560	5
561	3
562	4
563	4
564	4
565	3
566	4
567	4
568	3
569	2
570	3
571	3
572	1
573	4
574	1
575	3
576	3
577	2
578	5
579	4
580	2
581	1
582	4
583	1
584	4
585	2
586	2
587	4
588	1
589	1
590	2
591	1
592	3
593	3
594	1
595	2
596	3
597	5
598	3
599	3
600	3
601	1
602	5
603	3
604	1
605	4
606	1
607	2
608	3
609	2
610	4
611	3
612	5
613	5
614	1
615	4
616	2
617	2
618	5
619	2
2312	4
2313	5
2314	4
2315	4
2316	4
2317	1
2318	4
2319	2
2320	3
2321	3
2322	3
2323	3
2324	2
2325	3
2326	3
2327	4
2328	2
2329	0
2330	1
2331	2
2332	0
2333	3
2334	3
2335	4
2336	2
2337	4
2338	0
2339	4
2340	3
2341	3
2342	3
2343	5
2344	4
2345	5
2346	4
2347	5
2348	1
2349	1
2350	3
2351	3
2352	3
2353	3
2354	3
2355	1
2356	2
2357	3
2358	3
2359	3
2360	1
2361	2
2362	2
2363	3
2364	3
2365	1
2366	5
2367	5
2368	5
2369	3
2370	2
2371	3
2372	3
2373	3
2374	3
2375	3
2376	3
2377	3
2378	5
2379	1
2380	3
2381	1
2382	1
2383	4
2384	1
2385	3
2386	3
2387	1
2388	3
2389	3
2390	2
2391	4
2392	3
2393	3
2394	3
2395	1
2396	2
2397	2
2398	2
2399	3
2400	5
2401	2
2402	1
2403	3
2404	2
2405	2
2406	2
2408	4
2409	3
2410	3
2411	4
2412	0
2413	3
2414	1
2415	2
2416	2
2417	2
2418	2
2419	3
2420	2
2421	2
2422	2
2423	1
2424	1
2425	5
2426	2
2427	2
2428	1
2429	2
2430	4
2431	3
2432	1
2433	1
2434	3
2435	2
2436	3
2437	4
2438	3
2439	3
2440	4
2441	4
2442	3
2443	2
2444	2
2445	1
2446	3
2447	4
2448	4
2449	4
2450	4
2451	4
2452	4
2453	5
2454	0
2455	3
2456	1
2457	1
2458	3
2459	1
2460	3
2461	1
2462	3
2463	4
2464	4
2465	3
2466	2
2467	3
2468	5
2469	3
2470	3
2471	3
2472	4
2473	2
2474	2
2475	2
2476	5
2477	3
2478	1
2479	0
2480	3
2481	2
2482	5
2483	2
2484	3
2485	2
2486	4
2487	2
2488	2
2490	2
2491	0
2492	5
2493	1
2494	3
2495	4
2496	4
2497	4
2498	1
2499	1
2500	5
2501	1
2502	2
2503	0
2504	1
2505	0
2506	2
2507	2
2508	3
2509	3
2510	3
2511	3
2512	5
2513	4
2514	4
2515	3
2516	1
2517	1
2518	2
2519	1
2520	2
2521	2
2522	2
2523	2
2524	5
2525	0
2526	1
2527	2
2528	2
2529	4
2530	0
2531	4
2532	1
2533	1
2534	2
2535	3
2536	1
2537	1
2538	2
2539	3
2540	3
2541	5
2542	2
2543	5
2544	5
2545	3
2546	1
2547	0
2548	5
2549	5
2550	5
2551	5
2552	3
2554	3
2555	3
2556	0
2557	4
2558	5
2559	3
2560	4
2561	5
2562	4
2563	5
2564	2
2565	0
2566	5
2567	5
2568	5
2569	1
2570	1
2571	3
2572	1
2573	2
2574	2
2575	2
2576	3
2577	2
2578	4
2579	5
2580	3
2581	3
2582	1
2583	3
2584	1
2585	2
2586	2
2587	1
2588	3
2589	1
2590	3
2591	1
2592	2
2593	1
2594	2
2595	1
2596	2
2597	2
2598	2
2599	2
2600	5
2601	4
2602	4
2603	5
2604	0
2605	3
2606	4
2607	5
2608	4
2609	4
2610	4
2611	4
2612	4
2613	0
2614	0
2615	1
2616	4
2617	1
2618	1
2619	5
2620	0
2621	2
2622	2
2623	3
2624	3
2625	2
2626	2
2627	0
2628	0
2629	3
2630	2
2631	4
2632	1
2633	1
2634	0
2635	0
2636	1
2637	2
2638	2
2639	2
2640	2
2641	2
2642	0
2643	4
2644	0
2645	1
2646	4
2647	1
2648	1
2649	2
2650	2
2651	3
2652	3
2653	1
2654	3
2655	2
2656	4
2657	4
2658	0
2659	0
2660	3
2661	4
2662	4
2663	2
2664	2
2665	2
2666	5
2667	5
2668	2
2669	5
2670	5
2671	5
2672	5
2673	4
2674	0
2675	2
2676	2
2677	0
2678	2
2679	4
2680	5
2681	4
2683	0
2684	3
2685	3
2686	5
2687	3
2688	3
2689	4
2690	2
2691	1
2692	5
2693	5
2694	0
2695	1
2696	3
2697	3
2698	3
2699	5
2700	3
2701	3
2702	1
2703	1
2704	1
2705	1
2706	1
2707	1
2708	1
2709	1
2710	1
