0	628	1
1	158	1
1	486	1
1	1097	1
1	2919	1
1	2933	1
2	3285	1
3	1431	1
3	3219	1
4	467	1
5	648	1
6	1501	1
7	1833	1
7	2137	1
8	178	1
8	1033	1
9	1007	1
10	1670	1
10	2622	1
11	2034	1
12	113	1
12	557	1
12	677	1
12	794	1
12	839	1
12	966	1
12	1097	1
12	1357	1
12	1622	1
12	1760	1
12	2474	1
12	2487	1
13	1167	1
13	1493	1
13	1871	1
13	1894	1
13	2711	1
14	146	1
14	1248	1
15	2521	1
16	314	1
16	616	1
16	622	1
16	1013	1
16	1422	1
16	1567	1
16	1605	1
16	1708	1
16	2166	1
16	2415	1
16	2416	1
16	2417	1
16	2418	1
16	2597	1
17	879	1
17	2150	1
18	582	1
18	778	1
18	812	1
19	1338	1
19	1451	1
19	3308	1
20	3080	1
21	1073	1
22	726	1
22	2140	1
22	3251	1
23	1942	1
24	1227	1
24	2027	1
25	2057	1
25	2331	1
26	222	1
26	2729	1
27	229	1
27	755	1
27	1012	1
27	1290	1
27	1422	1
27	1943	1
27	2021	1
27	2023	1
27	2282	1
27	2782	1
28	28	1
28	135	1
28	1447	1
28	1578	1
28	1678	1
28	1912	1
28	2059	1
28	2312	1
28	2313	1
28	2314	1
28	2315	1
28	2316	1
29	1422	1
29	2838	1
30	532	1
30	1422	1
31	136	1
31	1131	1
31	1625	1
31	1759	1
32	118	1
32	3009	1
33	824	1
33	1822	1
33	3193	1
33	3197	1
33	3326	1
34	75	1
35	89	1
36	763	1
37	1745	1
38	2228	1
38	2388	1
39	1412	1
39	2466	1
40	631	1
40	2625	1
41	606	1
41	1059	1
41	3309	1
42	2655	1
43	136	1
43	887	1
43	1096	1
43	1238	1
43	1429	1
43	1625	1
43	1731	1
43	1759	1
43	2632	1
43	2633	1
44	1227	1
44	1845	1
45	939	1
46	3237	1
47	820	1
47	1098	1
47	1388	1
47	3130	1
47	3131	1
48	2185	1
49	1253	1
49	1510	1
49	2228	1
49	2341	1
49	2455	1
49	2994	1
50	2528	1
50	2529	1
51	453	1
51	493	1
51	1034	1
51	1214	1
51	1422	1
51	1607	1
51	2525	1
51	2828	1
52	274	1
52	1617	1
53	61	1
54	728	1
54	1903	1
54	2378	1
55	186	1
55	2119	1
55	2324	1
56	1027	1
56	2609	1
57	487	1
57	2570	1
58	284	1
58	740	1
58	742	1
58	1416	1
58	2009	1
59	931	1
59	962	1
59	968	1
59	1214	1
59	1290	1
59	1422	1
59	2826	1
60	793	1
60	916	1
60	2992	1
61	53	1
61	1443	1
61	1514	1
61	1734	1
61	2063	1
61	2113	1
62	1620	1
63	1053	1
64	1431	1
65	1944	1
66	1062	1
66	2342	1
66	3144	1
67	1960	1
68	2411	1
69	157	1
69	1178	1
69	2370	1
70	808	1
70	1474	1
70	2245	1
70	2335	1
70	2557	1
70	2899	1
70	3009	1
71	328	1
71	660	1
72	1896	1
73	497	1
73	832	1
73	1779	1
74	2365	1
75	34	1
75	1300	1
75	1697	1
75	1879	1
76	1132	1
76	1861	1
76	2428	1
76	2530	1
76	2644	1
76	2955	1
77	1222	1
78	1687	1
78	2043	1
78	2366	1
78	2492	1
79	298	1
79	2089	1
80	359	1
80	2316	1
80	3029	1
81	558	1
81	591	1
81	1145	1
81	1527	1
81	2414	1
81	2976	1
82	2271	1
83	540	1
83	584	1
83	649	1
83	654	1
83	923	1
83	1077	1
83	1225	1
83	1383	1
83	1842	1
83	1932	1
83	2673	1
83	3017	1
83	3018	1
83	3046	1
83	3299	1
83	3318	1
84	582	1
84	653	1
85	2893	1
86	1488	1
86	1857	1
87	1710	1
87	2215	1
88	3156	1
89	35	1
90	118	1
90	3277	1
91	1992	1
92	582	1
92	2189	1
93	2939	1
94	1192	1
94	2793	1
95	110	1
95	822	1
95	928	1
95	2269	1
95	2636	1
95	3274	1
96	119	1
96	132	1
96	339	1
96	1322	1
97	902	1
97	1201	1
97	2572	1
98	353	1
98	386	1
98	936	1
98	1078	1
98	1406	1
98	2174	1
98	2284	1
98	2297	1
98	2510	1
98	2511	1
99	157	1
99	1015	1
99	2571	1
100	100	1
100	1026	1
100	2158	1
101	825	1
101	1325	1
101	1340	1
101	1434	1
101	2855	1
101	3087	1
101	3161	1
102	1016	1
102	1639	1
102	1748	1
102	2198	1
103	2130	1
104	1768	1
104	1964	1
105	976	1
106	155	1
106	1366	1
106	2189	1
106	2643	1
106	2776	1
107	3193	1
108	1833	1
108	2137	1
109	1454	1
109	1819	1
109	2658	1
109	2659	1
110	95	1
110	472	1
110	541	1
110	1551	1
110	1704	1
110	3274	1
111	251	1
112	1249	1
113	12	1
113	150	1
113	1533	1
113	1875	1
114	553	1
114	1419	1
114	1538	1
114	1686	1
114	2074	1
114	2677	1
115	880	1
115	2122	1
116	3310	1
117	367	1
118	32	1
118	90	1
118	3133	1
119	96	1
119	132	1
119	1829	1
119	3133	1
120	337	1
120	1650	1
121	1911	1
121	3137	1
122	827	1
122	2421	1
123	1992	1
124	124	1
124	1811	1
125	831	1
126	204	1
127	143	1
128	1041	1
129	1240	1
130	582	1
130	1004	1
131	935	1
131	2622	1
131	3324	1
132	96	1
132	119	1
132	779	1
132	1322	1
132	1329	1
132	3134	1
133	1631	1
134	874	1
135	28	1
135	1566	1
135	2080	1
136	31	1
136	43	1
136	1561	1
136	1702	1
136	1759	1
136	1940	1
136	2315	1
136	2507	1
136	2519	1
136	2520	1
136	2598	1
137	755	1
137	1034	1
137	1422	1
137	2782	1
138	468	1
138	680	1
138	1097	1
138	1131	1
138	1736	1
138	1853	1
138	2196	1
138	2487	1
138	2488	1
139	602	1
139	958	1
140	1713	1
141	1036	1
142	1002	1
142	1200	1
142	1455	1
142	2059	1
142	2734	1
143	127	1
144	847	1
144	1130	1
144	1429	1
144	2110	1
145	3121	1
146	14	1
146	1248	1
147	1350	1
147	1439	1
147	1647	1
147	2264	1
147	2404	1
147	2405	1
147	2625	1
147	2626	1
148	1770	1
148	2068	1
148	2228	1
149	364	1
150	113	1
150	557	1
150	677	1
150	966	1
150	1097	1
150	1357	1
150	1622	1
150	1760	1
150	2474	1
150	2487	1
151	930	1
151	1736	1
151	2217	1
151	2299	1
152	1429	1
152	1666	1
152	2546	1
153	396	1
153	744	1
153	755	1
153	2925	1
154	450	1
154	1112	1
154	1131	1
154	1625	1
154	1668	1
155	106	1
155	155	1
155	922	1
155	2643	1
155	2776	1
156	942	1
156	1334	1
156	1677	1
156	3084	1
157	69	1
157	99	1
157	1178	1
157	2507	1
158	1	1
158	1097	1
158	2919	1
159	465	1
160	926	1
160	934	1
160	1616	1
160	2133	1
160	2716	1
161	2003	1
161	2735	1
161	3070	1
162	1070	1
163	3182	1
164	2409	1
165	944	1
165	1994	1
165	2804	1
166	667	1
167	1904	1
167	2909	1
168	3193	1
169	247	1
169	929	1
170	491	1
170	881	1
170	1755	1
170	2228	1
170	2571	1
170	2583	1
170	2803	1
171	425	1
172	1557	1
172	2320	1
172	2322	1
173	519	1
174	1289	1
175	2941	1
176	2679	1
176	2750	1
177	1971	1
177	2442	1
177	2687	1
178	8	1
178	1033	1
179	1298	1
179	1860	1
179	2436	1
179	2696	1
180	351	1
180	661	1
180	2638	1
180	2639	1
181	1262	1
181	1422	1
182	2262	1
183	2946	1
184	1825	1
185	3278	1
186	55	1
186	2507	1
186	2883	1
187	199	1
188	2619	1
189	1802	1
189	2076	1
189	2434	1
190	325	1
190	3107	1
190	3184	1
191	1927	1
191	2169	1
192	192	1
193	572	1
194	397	1
194	1522	1
194	1620	1
194	2218	1
194	2900	1
194	3051	1
194	3052	1
195	1407	1
195	1823	1
196	2508	1
197	715	1
197	755	1
198	1453	1
198	2001	1
198	2327	1
199	187	1
200	2842	1
200	2843	1
201	1701	1
202	1594	1
203	1094	1
203	2899	1
203	3009	1
204	126	1
204	1434	1
204	3087	1
205	212	1
205	783	1
205	854	1
205	2296	1
205	3076	1
205	3134	1
205	3265	1
206	772	1
207	270	1
208	218	1
208	404	1
208	438	1
208	997	1
208	1534	1
208	1718	1
208	2433	1
208	2703	1
208	2705	1
208	2706	1
208	2966	1
209	1991	1
210	3183	1
211	1444	1
211	1896	1
212	205	1
212	783	1
212	2835	1
212	2836	1
212	3076	1
212	3265	1
213	528	1
213	2097	1
213	3073	1
214	2485	1
214	2773	1
214	2928	1
215	582	1
216	695	1
216	1655	1
216	2615	1
217	1319	1
217	1603	1
217	2867	1
218	208	1
218	1482	1
218	1718	1
218	1896	1
218	2433	1
218	2703	1
219	2254	1
219	3093	1
220	755	1
220	968	1
220	1034	1
220	1214	1
220	1422	1
220	2475	1
220	2782	1
221	1097	1
222	26	1
222	567	1
222	1392	1
222	2634	1
222	2729	1
222	2857	1
223	223	1
224	1622	1
225	741	1
225	1066	1
225	1528	1
225	3203	1
225	3204	1
226	1907	1
226	2713	1
227	843	1
227	1809	1
227	2619	1
227	3249	1
228	300	1
228	411	1
228	1233	1
228	1531	1
228	2815	1
228	3012	1
229	27	1
229	307	1
229	492	1
229	887	1
229	895	1
229	1230	1
229	2023	1
229	2282	1
229	2782	1
229	2785	1
230	356	1
230	1968	1
230	2979	1
231	875	1
232	252	1
232	333	1
233	2079	1
234	582	1
234	2391	1
234	2993	1
235	256	1
236	618	1
236	1582	1
237	585	1
237	1731	1
237	2398	1
237	2564	1
238	735	1
239	767	1
239	1321	1
239	3230	1
240	2942	1
241	603	1
241	936	1
241	1414	1
241	2174	1
241	2861	1
242	796	1
242	1582	1
242	1736	1
242	2032	1
242	2196	1
242	2299	1
243	931	1
243	1812	1
244	906	1
245	1066	1
245	3124	1
245	3189	1
245	3203	1
245	3204	1
246	1422	1
246	2782	1
247	169	1
247	1217	1
247	1265	1
247	2063	1
247	2088	1
247	2613	1
247	2643	1
247	2848	1
248	297	1
248	1669	1
249	906	1
250	825	1
250	2083	1
251	111	1
252	232	1
253	843	1
253	1992	1
253	2579	1
254	266	1
254	1543	1
254	1687	1
254	1772	1
254	1822	1
254	2067	1
254	2222	1
254	2551	1
254	2619	1
254	2732	1
254	2733	1
254	3249	1
255	2277	1
256	235	1
257	720	1
257	2970	1
258	962	1
259	1637	1
259	2978	1
260	2749	1
261	288	1
262	1597	1
263	525	1
263	737	1
263	886	1
263	2422	1
263	2655	1
264	1267	1
265	1536	1
265	2220	1
265	2452	1
266	254	1
266	672	1
266	1156	1
266	1809	1
266	2067	1
266	2619	1
266	3249	1
266	3298	1
267	749	1
267	1259	1
268	1942	1
268	2622	1
268	3242	1
268	3324	1
269	1782	1
269	1903	1
269	3228	1
269	3234	1
269	3235	1
269	3236	1
270	207	1
271	1266	1
272	450	1
272	2765	1
273	416	1
273	468	1
273	768	1
273	1417	1
273	2217	1
274	52	1
275	710	1
275	1297	1
276	276	1
277	3238	1
278	2015	1
278	2469	1
279	279	1
279	688	1
279	1928	1
279	2326	1
280	1296	1
280	1563	1
281	646	1
282	1163	1
282	2348	1
283	1596	1
283	3252	1
284	58	1
284	284	1
284	2009	1
285	1418	1
285	1967	1
286	1466	1
286	1835	1
286	2401	1
286	2674	1
287	1011	1
288	261	1
288	1361	1
289	1422	1
289	1943	1
290	2701	1
291	873	1
292	594	1
292	1843	1
292	2141	1
292	2854	1
293	1585	1
293	1874	1
294	540	1
294	3046	1
295	3061	1
296	2853	1
297	248	1
297	513	1
297	1669	1
298	79	1
298	468	1
299	1057	1
299	1134	1
300	228	1
300	1410	1
300	1531	1
300	2763	1
300	2815	1
301	1204	1
302	302	1
302	962	1
302	1943	1
302	2651	1
303	493	1
303	719	1
303	937	1
303	1190	1
303	1343	1
303	1422	1
303	1480	1
303	2116	1
303	2254	1
303	2585	1
303	3093	1
303	3186	1
304	637	1
304	1620	1
304	2025	1
305	2929	1
306	1368	1
307	229	1
307	585	1
307	1230	1
307	1290	1
307	1918	1
307	1943	1
307	2230	1
307	2398	1
307	2676	1
307	2782	1
308	2930	1
308	3221	1
309	1680	1
310	1878	1
310	2936	1
310	2937	1
311	413	1
311	1253	1
311	2803	1
312	2644	1
313	964	1
313	2984	1
314	16	1
314	373	1
314	622	1
314	912	1
314	1422	1
314	1567	1
314	1605	1
314	1708	1
314	1943	1
314	2166	1
314	2596	1
314	2597	1
314	2637	1
315	1124	1
316	777	1
316	2931	1
316	2932	1
317	411	1
318	717	1
319	1536	1
319	2220	1
319	2646	1
320	2962	1
321	2227	1
321	3083	1
322	1879	1
323	697	1
324	3116	1
325	190	1
325	3184	1
326	984	1
326	3085	1
327	1382	1
328	71	1
328	660	1
329	1889	1
329	2517	1
329	2618	1
330	3184	1
330	3206	1
331	1083	1
331	1278	1
331	1709	1
331	2948	1
332	2259	1
332	2921	1
333	232	1
333	777	1
334	1692	1
335	723	1
335	1088	1
336	561	1
336	876	1
336	1180	1
336	1600	1
336	2580	1
336	2581	1
336	3002	1
337	120	1
337	1650	1
338	1227	1
338	2642	1
339	96	1
339	472	1
339	2789	1
340	1050	1
340	2597	1
341	1869	1
342	678	1
342	3296	1
343	1773	1
344	2238	1
344	3289	1
345	1452	1
346	1663	1
347	1202	1
347	1758	1
347	1853	1
347	2073	1
347	2527	1
347	2633	1
348	399	1
348	1991	1
349	2760	1
350	2399	1
351	180	1
351	661	1
351	1112	1
351	2638	1
351	2639	1
352	1728	1
352	3293	1
353	98	1
353	2434	1
354	3006	1
355	1121	1
356	230	1
356	3156	1
357	1948	1
357	2350	1
357	2351	1
358	358	1
359	80	1
359	3029	1
360	477	1
361	1918	1
361	2185	1
361	2444	1
361	2649	1
361	2650	1
362	2339	1
362	2340	1
363	800	1
364	149	1
364	399	1
364	1991	1
365	630	1
365	1150	1
366	2061	1
367	117	1
368	1199	1
369	580	1
370	2157	1
370	2499	1
371	1369	1
371	1423	1
371	1746	1
371	1981	1
371	2463	1
371	3071	1
372	3193	1
373	314	1
373	373	1
373	616	1
373	912	1
373	1117	1
373	1605	1
373	1708	1
373	2416	1
373	2490	1
373	2925	1
374	1411	1
374	2368	1
374	2790	1
374	3286	1
375	1793	1
